"id","variable_x","variable_y"
1,69.8673470877111,38.3010133006438
2,55.6530505884439,47.9379983970698
3,14.0139957657084,40.6938969075639
4,28.5723306238651,54.4939756579174
5,55.5369009962305,43.5519354543769
6,2.51311503816396,47.6857731018904
7,46.6230554971844,37.6363198855463
8,86.1010685097426,40.3904470177698
9,25.2501178765669,51.3395628156956
10,58.0806337296963,40.0094727703072
11,0.593325681984425,48.5852930918679
12,69.186593987979,51.6732989964881
13,23.1125046964735,48.0121138732832
14,84.8532462259755,47.087928119079
15,15.3835240751505,32.6560296575071
16,35.6809314806014,47.272716682674
17,54.520450416021,32.0007051830318
18,0.119761377573013,61.5274097680304
19,31.7824489902705,39.96680514408
20,1.72893537674099,51.4821004429254
21,34.1558025917038,55.1949668074918
22,34.3438799958676,50.0543629447576
23,23.2562693301588,63.4702083465394
24,6.13688277080655,41.52966582704
25,41.2376251770183,54.4339801731577
26,18.5512177180499,40.2285053167669
27,41.0672063706443,71.2449113551361
28,14.0080855693668,56.8769896056154
29,0.543451681733131,46.566317798196
30,60.173881566152,57.8516947267395
31,91.101012728177,38.4442253922948
32,17.5362783949822,65.089163463927
33,73.1187413213775,38.4450383974264
34,1.61572096403688,34.4318818979332
35,58.6115716258064,49.4475207477644
36,42.5818428397179,58.4919316270271
37,21.0490977624431,49.8890327749634
38,47.7200108347461,42.3968616821928
39,75.482327491045,61.7579925167624
40,44.6829279884696,74.1444970903476
41,37.1201802045107,30.4148723177387
42,87.4778404599056,64.735898934298
43,43.4597307350487,45.2511603850127
44,44.0136776538566,59.8117098378587
45,8.19568333681673,31.7564478046344
46,3.4619303420186,47.3938918264773
47,92.8651981754228,40.4115468742634
48,29.4566297205165,45.0970428993348
49,51.9224287476391,39.2270328639934
50,23.6396424937993,53.6942591054445
51,97.1809808630496,62.1626648113935
52,63.2511501200497,45.061567643859
53,95.8269165828824,47.7221527902281
54,88.63539788872,38.8835111295273
55,52.3183763725683,59.9583308940962
56,71.5915634296834,55.6182889094609
57,74.0642732940614,34.3572144348412
58,4.58963238634169,64.8107701910531
59,95.7792913774028,38.3079484988777
60,20.1136683113873,39.4798646253364
61,29.8414198216051,35.2815447517098
62,89.5572668174282,38.0656307923581
63,56.6075772047043,46.5202057530806
64,45.5507984617725,55.3282254314942
65,39.9468305287883,42.8901142414916
66,8.3005030406639,48.010108623676
67,63.0350710358471,47.1862667648154
68,46.5094989864156,61.7092627520498
69,57.2378459153697,72.8873318592
70,66.2231693277135,39.3114338550092
71,87.7908266149461,69.0620418856242
72,37.8936987137422,71.3179771847887
73,72.3574312636629,52.3145636301535
74,85.7857943512499,58.969457378272
75,18.6255502980202,32.6120728764848
76,63.2698122179136,54.6884794013553
77,71.8115824507549,44.5585232680226
78,54.180660401471,48.3458584619155
79,20.4712598351762,55.5216656257281
80,89.9988988647237,60.333302116035
81,12.3584329150617,49.5382119521645
82,95.1546946307644,76.3870731259579
83,78.1715126009658,55.8900574922502
84,96.2135964771733,47.9762266577079
85,11.4251927705482,54.4156013800238
86,97.755213920027,48.9974229791717
87,62.0469501707703,39.0659600800889
88,92.7427265560254,55.0324733858265
89,20.2236712910235,59.4924009111764
90,21.5529181761667,53.8280205602231
91,92.1925222733989,53.7157821089805
92,72.2115550888702,51.5721640165142
93,76.1701388284564,58.4793988997537
94,28.5277450690046,37.1660734349482
95,34.3658880796283,61.582786080896
96,34.139341651462,40.9089378683401
97,78.7959796842188,53.3499070516858
98,36.4499991061166,57.7585408191641
99,66.5122555103153,52.3714015227601
100,37.2811760054901,34.401298654128
